"Compound","Rack.Number","N","yield.est","yield.sd","yield.log2.ratio","p.yield","p.adj.yield"
"CP-945598 HCl","L1021-01",4,4740.13413967456,34.7223489227799,-0.078320005534797,1.19E-07,1.83E-06
"Cyclophosphamide","L1021-01",4,4841.89299630703,65.4492589482819,-0.047676694875468,0.006501983708869,0.017584708334384
"Dacarbazine","L1021-01",4,4438.31190451305,152.086811392941,-0.173236834454041,0.003526121320838,0.0111005443492
"Daptomycin","L1021-01",4,4301.53721335187,111.323445028843,-0.218395572812852,0.000385142323045,0.002019698601221
"Decitabine (NSC127716, 5AZA-CdR)","L1021-01",4,4871.96714573775,74.2461773631817,-0.038743487224428,0.026031748366987,0.052408112547386
"Dexamethasone (DHAP)","L1021-01",4,4716.25594774353,65.1340251694147,-0.085605877200888,0.000407836290882,0.002110628560474
"Dexrazoxane HCl (ICRF-187, ADR-529)","L1021-01",4,4617.80651440231,200.907192575626,-0.116040166031608,0.028484800484932,0.056202046465779
"Dimesna","L1021-01",4,4509.39901947769,57.4620638249581,-0.15031271745067,4.83E-06,5.24E-05
"dmso","L1021-01",32,5004.57615984576,111.199667536714,0,1,1
"Doripenem Hydrate","L1021-01",4,4921.00897565126,127.150981680285,-0.024293743775203,0.284553778507935,0.367688117719077
"Dovitinib (TKI-258, CHIR-258)","L1021-01",4,4145.76758176403,152.291750680246,-0.271608652675947,0.000899476428706,0.00391116856196
"Doxorubicin (Adriamycin) HCl","L1021-01",3,829.506899312897,1216.84377137004,-2.59292200587543,0.027087488372283,0.054038309295665
"Dutasteride","L1021-01",4,4358.79369034283,125.982565800507,-0.199318971722833,0.00100013213838,0.004224917174309
"E 64d","L1021-01",4,4733.5975989045,156.688800518715,-0.080310823242155,0.036586570034188,0.068237404676971
"Ellagic acid","L1021-01",4,4353.20111332632,132.401100927449,-0.201171218979087,0.001226840858027,0.004893934718037
"Entecavir Hydrate","L1021-01",4,4722.22426071424,133.671793945445,-0.083781334163708,0.019684764810682,0.042117727305972
"Enzastaurin (LY317615)","L1021-01",4,4513.62433056569,176.653679668145,-0.148961543778172,0.009524377658269,0.024017467640814
"Epirubicin HCl","L1021-01",4,2673.32740415087,47.9450534069664,-0.904611355438447,9.75E-13,2.88E-11
"Epothilone B (EPO906, Patupilone)","L1021-01",4,4447.51476331337,97.844195491853,-0.170248497184675,0.000432789220496,0.002216643235544
"Etomidate","L1021-01",4,4779.16785093424,72.6441066475836,-0.066488453738419,0.002854944507077,0.009407042150818
"Etoposide","L1021-01",4,4545.72428830839,86.1115345216934,-0.138737708576254,0.000409955168043,0.002110628560474
"Exemestane","L1021-01",4,4690.06214601535,106.252848660159,-0.093640852237867,0.005669859198463,0.015922095373903
"Floxuridine","L1021-01",4,4772.12657477415,154.9328264326,-0.068615582394535,0.053353999049682,0.093677492114761
"Fluoxetine HCl","L1021-01",4,4768.34424330153,83.5238113329734,-0.069759498926221,0.00513681943751,0.014692704148313
"Fulvestrant","L1021-01",4,4826.44598363697,31.8419503957499,-0.052286658920762,3.20E-06,3.66E-05
"Galanthamine HBr","L1021-01",4,4554.59751862038,83.0527217056354,-0.135924320281601,0.000344653830326,0.001856622949742
"Gatifloxacin","L1021-01",4,4703.61386555755,67.7565592031309,-0.089478261976444,0.000456009492556,0.002311617350727
"Gemcitabine HCl","L1021-01",4,4785.50430041462,150.563764806271,-0.064576926519314,0.057524521897961,0.099672199642655
"Geneticin, G-418 Sulfate","L1021-01",4,5345.18300991018,73.162585714284,0.0949914525558,0.000463150609766,0.002329895052184
"Genistein","L1021-01",4,5020.9257966353,88.1375291180262,0.00470551218873,0.750662897540229,0.81362968664311
"Gentamycin Sulfate","L1021-01",4,5287.38164539108,98.0096617761231,0.079305573158696,0.005726520511615,0.015968026870894
"Granisetron HCl","L1021-01",4,5049.79157636075,135.565646109416,0.012975952072216,0.561006417779432,0.636687536136589
"Idarubicin HCl","L1021-01",4,415.978532408448,821.280819803859,-3.58866691005541,0.001509375932039,0.005783015925661
"Ifosfamide","L1021-01",4,4700.81996424392,206.941496243701,-0.090335463539332,0.058158070178076,0.100681702926493
"Imatinib Mesylate (STI571)","L1021-01",4,4833.05050252021,65.3118430703053,-0.050313821487928,0.005083969810697,0.014587820487298
"IPI-145 (INK1197)","L1021-01",4,4729.71295773128,118.399859280883,-0.081495261359765,0.013883778140294,0.032216231670612
"Lansoprazole","L1021-01",4,3991.52580108134,118.520287934435,-0.326307555001461,0.000144203473232,0.00092262222194
"Lenvatinib (E7080)","L1021-01",4,4661.59055174831,55.7892331186653,-0.102425599939303,3.17E-05,0.000249771892366
"Letrozole","L1021-01",4,4717.3701208189,126.252557293704,-0.085265093717141,0.015297163976193,0.03464203113509
"Leucovorin Calcium","L1021-01",4,5309.60798531013,172.688125927577,0.08535745742337,0.035150140107482,0.066245783596274
"Levetiracetam","L1021-01",4,4391.3095208717,117.202385689051,-0.188596665424707,0.000838206903598,0.003690723938561
"Lidocaine","L1021-01",4,4955.16858167137,79.8410117764241,-0.01431375092015,0.32144107710324,0.405544996447419
"Losartan Potassium (DuP 753)","L1021-01",4,4690.19779136157,99.0858587648482,-0.09359912740942,0.0041031704163,0.01242261548702
"LY2835219","L1021-01",4,5090.51667417428,70.5525422025352,0.024564201876427,0.085477477593753,0.138175775308953
"Macitentan","L1021-01",4,4177.49647804431,132.05443040621,-0.260609279660096,0.000530067719277,0.002537394385013
"Malotilate","L1021-01",4,4702.68030175472,75.1045241409738,-0.089764633601475,0.000972837768611,0.004153996260356
"MEK162 (ARRY-162, ARRY-438162)","L1021-01",4,5059.09441591838,47.3384416354008,0.015631272212329,0.113483239184506,0.174732370613527
"Mercaptopurine (6-MP)","L1021-01",4,4815.04403783637,22.4477930359032,-0.055698898791306,7.50E-09,1.37E-07
"Mianserin HCl","L1021-01",4,4731.40726082573,77.7636664592093,-0.080978543964406,0.001892598047787,0.006890729908794
"Mosapride Citrate","L1021-01",4,4722.82669921155,28.8690592102595,-0.083597293857864,7.45E-10,1.60E-08
"Nelarabine","L1021-01",4,4479.16662901952,59.2584768804735,-0.160017554899984,5.20E-06,5.58E-05
"PA-824","L1021-01",4,3692.61162740524,109.316337258638,-0.438606357417579,3.29E-05,0.000257338638616
"Pamidronate Disodium","L1021-01",4,5153.02152181032,87.9776115341377,0.042170726337302,0.033494937258823,0.064104057077147
"Pelitinib (EKB-569)","L1021-01",4,4478.49347086268,52.83699886469,-0.160234388744001,8.73E-07,1.12E-05
"Plerixafor (AMD3100)","L1021-01",4,5299.6693935383,205.887360070555,0.082654471961704,0.06165643995885,0.105478246960835
"Posaconazole","L1021-01",4,2306.66425682432,38.7604130741026,-1.1174398617283,8.93E-18,3.92E-16
"Prasugrel","L1021-01",4,3827.90689438719,91.0013903584571,-0.386692151849773,1.21E-05,0.000109461748929
"Ramelteon","L1021-01",4,4700.27345725859,89.451372878766,-0.090503197840668,0.002747022701988,0.009158286478635
"Rigosertib (ON-01910,Estybon)","L1021-01",4,4587.99850419138,77.8636019059851,-0.125382970645367,0.000298356619655,0.001647628595134
"Rocuronium Bromide","L1021-01",4,4347.85632804552,69.9953609990719,-0.202943623365801,1.24E-05,0.000110103546135
"Roscovitine (Seliciclib,CYC202)","L1021-01",4,4759.08257849587,51.5776409061395,-0.072564403617557,0.000107347607653,0.000714566398418
"Saracatinib (AZD0530)","L1021-01",4,3511.16792816789,171.554522828109,-0.511296894187315,0.000241485461523,0.001391885590178
"TAK-438","L1021-01",4,4784.43750205501,87.0925456280268,-0.064898572092751,0.008251957399071,0.021270038823942
"Tenofovir Disoproxil Fumarate","L1021-01",4,4515.31072213466,72.4893435397619,-0.148422621132779,7.66E-05,0.000540500754746
"Tivozanib (AV-951)","L1021-01",4,4634.84636218453,143.459662375567,-0.110726375054524,0.011011138799489,0.026888754155919
"Vatalanib (PTK787) 2HCl","L1021-01",4,4917.33939542789,106.450828543065,-0.025369958041302,0.201387272032486,0.277423865837175
"Vincristine","L1021-01",4,4762.07355004432,142.502782387645,-0.071657988492318,0.037517214820263,0.069644632581841
"Zoledronic Acid","L1021-01",4,5163.54709159382,131.639957430653,0.04511457194472,0.089877801312995,0.143412762869888
"(R)-Crizotinib","L1021-02",4,4969.85577474434,103.188466352299,0.019370075656216,0.316227390722712,0.401248426886747
"Abacavir","L1021-02",4,4949.38107352014,90.1964673186724,0.013414215881215,0.43209409581526,0.515471744766993
"ABT-263 (Navitoclax)","L1021-02",4,4356.3856612524,54.9291887179088,-0.170702231385707,5.00E-09,9.42E-08
"ABT-888 (Veliparib)","L1021-02",4,4902.10152437317,124.461477247211,-0.000433546443726,0.983953605154086,0.999461831968047
"Acamprosate calcium","L1021-02",4,5171.11733187627,86.3585684398128,0.076642130009847,0.001728082955467,0.006470492429845
"Afatinib dimaleate","L1021-02",4,4591.21666526926,139.303137581521,-0.094957393472718,0.012972001477743,0.030508711478631
"Alarelin Acetate","L1021-02",4,4731.64847166923,104.066003388698,-0.051491014191659,0.033056410060964,0.063326087878416
"Aliskiren","L1021-02",4,4765.68066082805,82.8621321893824,-0.041151627193038,0.03184245249841,0.06147062010529
"Alogliptin Benzoate","L1021-02",4,5025.91708430384,74.7059287987918,0.035552960656072,0.035051860584056,0.066123595777365
"Alosetron Hydrochloride","L1021-02",4,5279.26296962112,65.8185146289794,0.106502621326623,9.22E-06,8.82E-05
"Altretamine","L1021-02",4,5373.30292383316,201.489445283776,0.131975263595812,0.014299935233159,0.032949850764517
"Alvimopan","L1021-02",4,4981.10659187482,149.194522737192,0.022632374195476,0.389867486245251,0.4743187817273
"Amonafide","L1021-02",4,4835.68859957477,102.822501842609,-0.020112566352711,0.304442485203283,0.388311479514123
"AN-2690","L1021-02",2,658.477965849862,621.108426407819,-2.89662683912768,0.064458379818429,0.109668000775417
"AN-2728","L1021-02",4,3451.9089743526,77.7017557086917,-0.506439488068295,3.89E-09,7.39E-08
"Aprotinin","L1021-02",4,5252.87619159676,108.304130872403,0.099273671373123,0.002199904180139,0.007659912766222
"Ascomycin(FK 520)","L1021-02",4,4800.38955014799,130.359802621546,-0.030682424869911,0.218372165967303,0.296105467844553
"Asunaprevir (BMS-650032)","L1021-02",4,4928.37086031408,80.7841108674509,0.007276913321813,0.639733958696823,0.71213628172501
"AXL1717","L1021-02",4,4580.55384149961,123.591278406568,-0.098311862469403,0.006547139610869,0.017658519796301
"Bardoxolone methyl","L1021-02",2,1.20298729945447,1.70128095425109,-11.9929967830459,7.69E-47,8.94E-45
"Baricitinib phosphate","L1021-02",4,4621.91193242721,52.6386773139707,-0.085344139279723,6.13E-06,6.34E-05
"Batimastat (BB-94)","L1021-02",4,4774.58623614503,121.645729349572,-0.038458194563402,0.120671464109651,0.183513449649831
"Bazedoxifene acetate","L1021-02",4,4562.33446571322,101.621483754623,-0.104061694908475,0.00159856992649,0.006065974557911
"Bestatin","L1021-02",4,4855.66869189108,165.408481847326,-0.014163921581176,0.616877518851543,0.690972722249009
"Bivalirudin Trifluoroacetate","L1021-02",4,4715.59487763815,72.8306738128189,-0.056394129721414,0.003884913850353,0.011926202922591
"Boceprevir","L1021-02",4,3693.91558761798,102.264352978145,-0.408683011105282,2.23E-06,2.66E-05
"Bortezomib (PS-341)","L1021-02",4,6495.6507271204,66.0121820901742,0.405640150792984,1.26E-11,3.36E-10
"Cabozantinib (XL184, BMS-907351)","L1021-02",4,4944.50698780708,78.3964836667416,0.011992768657969,0.43656928147082,0.518688383093637
"CAL-101 (Idelalisib, GS-1101)","L1021-02",4,4551.90970606285,148.741704285258,-0.107361969802405,0.011314279637542,0.027479521920665
"Calcipotriol","L1021-02",3,510.858801311222,604.003553063117,-3.26283741167457,0.005932046284755,0.016379407129832
"Camptothecin","L1021-02",4,2705.15848154175,36.8127246079503,-0.858120792989389,1.99E-28,1.46E-26
"Capsaicin","L1021-02",4,5525.73430081271,130.514656401183,0.172332283610651,0.000602283791678,0.002821599659117
"Cariprazine","L1021-02",4,4837.54438264453,27.48866668993,-0.019559012216369,0.05895253491636,0.101967770367142
"Carmofur","L1021-02",3,1558.16602688609,94.796653372039,-1.65398494499267,3.82E-06,4.27E-05
"Cetirizine","L1021-02",4,4833.89820435694,152.547054403927,-0.02064681758472,0.44411092424729,0.525438238920941
"Choline Fenofibrate","L1021-02",4,5537.6283451137,106.35732485797,0.175434321551437,0.000105664763771,0.000705740668836
"Cinacalcet","L1021-02",4,3396.98170093196,165.336150803989,-0.529580463076331,8.50E-05,0.00058983240304
"Clemizole hydrochloride","L1021-02",4,4655.77828413464,70.3334216644194,-0.074811553359719,0.000520122515675,0.002501903195837
"CO-1686 (AVL-301)","L1021-02",4,4427.62541056202,84.2721401136969,-0.147300738451988,4.41E-05,0.000331129379218
"Cobimetinib","L1021-02",4,4664.18240174604,42.1558347021928,-0.072209700734816,2.64E-06,3.09E-05
"Colchicine","L1021-02",4,4770.55804627924,49.5656431876331,-0.039675871261875,0.003998242679639,0.012169022577568
"Costunolide","L1021-02",4,3579.36231943681,108.11026979543,-0.454131322375501,2.90E-06,3.35E-05
"Curcumin","L1021-02",3,953.562410151909,87.9645742046711,-2.36243463935393,7.70E-07,1.00E-05
"Dabigatran etexilate mesylate","L1021-02",4,4755.96303382929,102.562485251917,-0.044096408072779,0.052378446553102,0.092210319532931
"Dabrafenib Mesylate (GSK-2118436)","L1021-02",4,4382.01130509832,94.8489687044975,-0.162240703392275,9.55E-05,0.00064680907018
"Daminozide","L1021-02",4,4891.62629698684,53.7960895381423,-0.003519718459345,0.774392276977161,0.831994006307106
"Dasatinib (BMS-354825)","L1021-02",4,5014.58159324478,88.4308542128077,0.032295420525804,0.08162043102314,0.132700322477588
"Desmopressin","L1021-02",4,5277.20357210532,157.59886690662,0.10593972793626,0.011698833575883,0.028240041489035
"dmso","L1021-02",32,4903.57488360105,174.070348808815,0,1,1
"Docetaxel Trihydrate","L1021-02",4,4588.79274099397,88.5737247033659,-0.095719262760203,0.000860277906711,0.003771107364896
"Doramectin","L1021-02",4,4459.84497725685,93.606009714222,-0.136840346304357,0.000206969121014,0.001225083689353
"Doxazosin Mesylate","L1021-02",4,4417.99323664463,111.047549266599,-0.150442699594637,0.000566348928079,0.002672247806236
"Dronedarone","L1021-02",4,243.124517736711,486.249035473422,-4.33406661624127,0.000260747087439,0.001477068744603
"Edoxaban","L1021-02",4,4846.43139233227,79.7848942504601,-0.016911081510631,0.292201979071496,0.375749546258388
"Edoxaban tosylate monohydrate","L1021-02",4,4923.41066660269,76.7983824023844,0.005824171509706,0.697722088891767,0.76633142763279
"Elacridar","L1021-02",4,4850.83844554836,60.3582461222427,-0.01559977753254,0.246021309718825,0.324905898005422
"Eltrombopag Olamine","L1021-02",4,4373.05062402598,103.111795647827,-0.165193860038035,0.000196690249053,0.001196131740274
"EMD-1214063","L1021-02",4,4722.89545077777,140.343403111553,-0.054162310352388,0.074016051763414,0.122349276200894
"Emodin","L1021-02",4,4899.57147614445,139.511435292933,-0.001178335239201,0.960490726969414,0.981846001664183
"Erlotinib","L1021-02",4,5084.54439710636,73.0638444163733,0.052284596817675,0.004908150548071,0.014207047779703
"Fenbendazole","L1021-02",4,3391.30889659732,99.300871895251,-0.531991711819761,4.21E-07,5.78E-06
"Flumazenil","L1021-02",4,4645.968613355,163.333838460465,-0.077854501913194,0.043170888132915,0.078334789902999
"Fluvoxamine maleate","L1021-02",4,4804.43711731983,145.166711710126,-0.029466493414965,0.274502695801195,0.356097001049188
"Foretinib (GSK1363089)","L1021-02",4,5011.8207378463,69.2540020630848,0.031500903736801,0.044072529508881,0.079790650951517
"GDC-0449 (Vismodegib)","L1021-02",4,4958.10219528561,41.888480878002,0.015954098519494,0.158028668433323,0.227126208992444
"Hygromycin B","L1021-02",4,4640.74522859637,92.8165541385919,-0.079477412279733,0.003113156637886,0.010023958750979
"Ivermectin","L1021-02",4,4547.81036934432,53.8535853102833,-0.108661810480101,6.01E-07,8.02E-06
"Kanamycin Sulfate","L1021-02",4,4807.02297437123,57.8071964821014,-0.0286902111022,0.040911641766566,0.074821753721093
"Leflunomide","L1021-02",4,4952.73080347751,94.2415050554652,0.014390298365879,0.416012834129026,0.500887559727822
"Linifanib (ABT-869)","L1021-02",4,4356.13532793173,90.455355100553,-0.170785136124954,4.29E-05,0.000324613823837
"Loratadine","L1021-02",4,4033.16830192337,141.535920779176,-0.281920299836148,0.000259036280346,0.001471594040934
"Masitinib (AB1010)","L1021-02",4,4732.67904139686,47.6775187167231,-0.051176824337351,0.000409296800759,0.002110628560474
"MDV3100 (Enzalutamide)","L1021-02",4,4945.62350452781,100.327586296545,0.012318506148319,0.503563747352419,0.583213549218355
"Melatonin","L1021-02",4,4968.27871971605,84.5715471653216,0.018912201094569,0.256823152008447,0.336697195968634
"Nafamostat Mesylate(FUT-175)","L1021-02",4,4919.50261343873,66.3445977211941,0.004678549465698,0.732360285309658,0.797288702674666
"Nepafenac","L1021-02",4,4493.21167325755,78.3324425569506,-0.126086881515447,4.87E-05,0.000358543730801
"Omeprazole","L1021-02",4,3986.62852025847,130.869636066547,-0.298664730503861,0.000115685323768,0.000762366283633
"Pazopanib (GW-786034)","L1021-02",4,4849.11029001512,67.2088250436002,-0.016113842402788,0.260962976236458,0.341445270694558
"PCI-32765 (Ibrutinib)","L1021-02",4,4697.72139353649,195.885933386786,-0.061872755345425,0.122848388951772,0.18596574652194
"PMSF","L1021-02",4,4507.2334020945,97.2066452220934,-0.121591749362771,0.000534743599016,0.002553594432984
"Quercetin dihydrate","L1021-02",4,4282.99796232447,45.275602671735,-0.195212918863081,2.58E-12,7.19E-11
"Ruxolitinib (INCB018424)","L1021-02",4,4763.72998065551,83.8750189550179,-0.041742269522655,0.031550836626078,0.061033272025202
"Tetracycline Hydrochloride","L1021-02",4,4540.44647247534,103.993224924306,-0.110999741725744,0.001393769430844,0.005436184271516
"Trametinib (GSK1120212)","L1021-02",4,4628.01673253856,36.3860187186973,-0.083439829215498,4.65E-08,7.75E-07
"Vemurafenib (PLX4032, RG7204)","L1021-02",4,3852.57252824612,111.70073274308,-0.348011792650716,1.38E-05,0.000119576490937
"Vortioxetine (Lu AA21004) HBr","L1021-02",4,4313.83923366024,110.655151185566,-0.18486149796646,0.000216747341903,0.001271541528021
"VX-661","L1021-02",4,4880.41648732935,93.125371541598,-0.006829639271788,0.692431966772719,0.761096906184709
"Artemether (SM-224)","L1021-03",4,3303.89659288698,101.971703638515,-0.500089861574403,3.96E-06,4.37E-05
"Aspirin (Acetylsalicylic acid)","L1021-03",4,4811.32180055678,147.713283177304,0.042174901093579,0.155451745047943,0.224000072856985
"BMS-708163 (Avagacestat)","L1021-03",4,4.61004638107587,4.77581878460416,-9.98526141396923,4.30E-54,6.99E-51
"CEP-18770","L1021-03",4,6526.34252009145,81.6066397383023,0.482016311149492,2.92E-08,4.97E-07
"Danoprevir (RG7227)","L1021-03",4,4765.794403119,129.695682970356,0.028458320050465,0.253081490756763,0.332453227392771
"Disulfiram","L1021-03",4,819.710165934975,497.689623922062,-2.51107259957184,0.000527061548732,0.002529127868551
"dmso","L1021-03",36,4672.70641152661,156.376756707084,0,1,1
"Doxorubicin","L1021-03",4,2939.46932044714,411.166079586305,-0.668702674387875,0.003176622172504,0.010211678105758
"Etoricoxib","L1021-03",4,4374.76941105,115.701459004798,-0.0950514186113,0.007707901089727,0.020183470800516
"Fenretinide","L1021-03",4,3801.88979946503,71.9019720282366,-0.297541679771821,2.98E-07,4.30E-06
"Flecainide acetate","L1021-03",4,4522.50834632035,104.954886089841,-0.047135229448946,0.054130131253124,0.094871692808001
"Fluvastatin","L1021-03",2,596.262002501398,787.229006678613,-2.97024008743877,0.085808236119043,0.138258258196697
"Gabexate mesylate","L1021-03",4,4833.8530238814,135.845351448797,0.048915212985207,0.092124018532861,0.146171095216265
"Galanthamine","L1021-03",4,4670.47530804097,72.9380007509374,-0.000689016245694,0.961754272536811,0.982494103456596
"Gefitinib hydrochloride","L1021-03",4,4503.56675926476,99.6640698450333,-0.053190347206532,0.031129958540124,0.060278088182004
"Glimepiride","L1021-03",4,4585.8135366048,82.7468993597494,-0.02708069999725,0.127814100011284,0.192304776044376
"Guanfacine hydrochloride","L1021-03",4,4614.7206791064,71.6162407255528,-0.018015068071029,0.232615380937002,0.310730140616523
"Hydroxyfasudil hydrochloride","L1021-03",4,4565.5253618879,93.6853780382522,-0.033477511945809,0.100859969037013,0.157545691120512
"Indacaterol","L1021-03",4,4350.15696499694,66.618350272906,-0.103190936705233,8.33E-05,0.000579655110414
"Ixabepilone","L1021-03",4,4620.28727077559,103.528168085196,-0.016275839428887,0.409813305277135,0.494930302097066
"Kinetin","L1021-03",4,4464.11697978207,109.481609562816,-0.0658835620923,0.021838165404742,0.045542250005459
"Lapatinib Ditosylate","L1021-03",4,3497.29040806382,254.546483833721,-0.418020795254991,0.002043306606706,0.007200743603312
"LDE225 Diphosphate","L1021-03",4,3383.06748637352,79.9211179596123,-0.465926438099672,1.69E-07,2.53E-06
"Ledipasvir","L1021-03",4,4340.45971080866,97.8858210327906,-0.106410543979573,0.001978948390456,0.00710050992365
"Lesinurad","L1021-03",4,4431.11611516854,141.412383399819,-0.076588262384633,0.034356183502801,0.065121931721033
"Leuprolide Acetate","L1021-03",4,4498.93771202741,55.5819741126792,-0.054674001916891,0.001057356508978,0.004418977399672
"Levomefolate calcium","L1021-03",4,5062.99015776606,94.5620065601767,0.115731284912104,0.000751245745343,0.003360210041954
"Linagliptin (BI-1356)","L1021-03",4,5046.25450150171,104.736936391004,0.110954573858152,0.001824740551239,0.006717899571322
"Luliconazole","L1021-03",4,2401.36204415928,120.82451029179,-0.960405465228597,2.52E-06,2.98E-05
"LY2835219 free base","L1021-03",4,5109.88308159597,165.807211465907,0.12903188666829,0.009504120189836,0.023996993122997
"Mefloquine hydrochloride","L1021-03",4,4534.37655931061,102.951218509659,-0.043354189498842,0.064942952284703,0.110207911302023
"Metoclopramide","L1021-03",4,4751.90698134273,124.870599013652,0.024248200834373,0.304891350244829,0.388633268493892
"Micafungin sodium","L1021-03",2,772.44312634829,409.06420304402,-2.5967577759028,0.045499482381475,0.081774978789251
"MK-4827","L1021-03",4,4263.17273355305,66.351400039393,-0.132330883766251,1.51E-05,0.000130260308354
"MK-5172","L1021-03",4,4458.11883646308,108.542647424747,-0.067823320938112,0.019118854611253,0.041219166375623
"MLN2238","L1021-03",4,6596.69220699288,80.3439057385022,0.497484397424237,1.72E-08,2.96E-07
"MLN9708","L1021-03",4,6553.07887624923,103.55910737181,0.487914502055243,1.07E-06,1.33E-05
"Monomethyl auristatin E","L1021-03",4,4589.86062516149,59.2162997630388,-0.025808049101751,0.065129765263072,0.110335514931527
"Nelfinavir Mesylate","L1021-03",4,4285.84016304724,98.079322441331,-0.124680347931999,0.001016934941353,0.004277617827777
"Nilotinib monohydrochloride monohydrate","L1021-03",4,4441.75862054921,38.4019753411125,-0.073127400475572,9.42E-07,1.19E-05
"Nordihydroguaiaretic acid","L1021-03",4,2904.75306801152,196.467442437558,-0.685842868933222,0.000179819949272,0.001114432726364
"Olmesartan","L1021-03",4,4689.7623300059,42.9000661661608,0.005256416209835,0.620462484345579,0.694594751727752
"Olprinone Hydrochloride","L1021-03",4,4665.84413222531,122.171339063907,-0.002120281526081,0.922472759127116,0.954229871733186
"Oseltamivir","L1021-03",4,4546.76136273777,100.610361405139,-0.039419108737466,0.079114246704738,0.129601038268622
"Oseltamivir acid","L1021-03",4,4694.62335159803,96.4616632780457,0.006751020675124,0.705914864080661,0.773312938160852
"Pemetrexed disodium hemipenta hydrate","L1021-03",4,2366.96926436997,84.2943970002938,-0.981217422328078,1.56E-08,2.70E-07
"Pentostatin","L1021-03",4,5052.50739850546,107.759773230137,0.112741134377281,0.00202420848221,0.007158962735831
"Peramivir","L1021-03",4,5035.4052683539,157.032622282873,0.10784950162616,0.014110118515894,0.032588439609722
"Phenylpiracetam","L1021-03",4,4599.08173226004,70.1308053514661,-0.022912558101666,0.135549584840645,0.201641481738115
"Pitolisant hydrochloride","L1021-03",4,4579.31785499525,145.579681135565,-0.02912568742056,0.29662604460933,0.380304598049705
"Pramipexole dihydrochloride","L1021-03",4,4709.72733966846,73.2741602008861,0.011385145483516,0.43877714665841,0.520998449816022
"PSI-7977","L1021-03",4,4647.01368107809,86.0055837152353,-0.007954502568714,0.629081967200158,0.702255815445913
"Quetiapine","L1021-03",4,4707.66869364304,59.9131316275809,0.01075439820505,0.401924602308693,0.48659212416674
"Regorafenib hydrochloride","L1021-03",4,5325.01590783076,206.062325400115,0.18852744041752,0.006009037494295,0.016545627235131
"Regorafenib monohydrate","L1021-03",4,5494.98031813972,494.940246910687,0.233855918952906,0.04413927993675,0.079838386491268
"Retigabine dihydrochloride","L1021-03",4,5170.14545185369,127.539519134342,0.145946473691488,0.001814242567891,0.006691711859554
"RG7388","L1021-03",4,4679.75398943309,136.5760565845,0.002174295786258,0.927902748286471,0.956009635988424
"Rilpivirine","L1021-03",4,3412.66131731076,223.664058854883,-0.453361150620065,0.000990003097791,0.004200077520026
"Riociguat","L1021-03",4,4637.28256137008,194.912015670851,-0.010978758348449,0.745890337246125,0.809344235310422
"Rivastigmine","L1021-03",4,4863.06945445234,195.236629525116,0.057608801520755,0.144152975058344,0.211104023474331
