"Compound","Rack.Number","N","yield.est","yield.sd","yield.log2.ratio","p.yield","p.adj.yield"
"Nafamostat",1,4,3248.71903474351,88.2733012386101,0.034867007258393,0.177419068719305,0.312411838397037
"Nelfinavir",1,4,3148.34219017284,55.5437730803666,-0.010411615963702,0.514195157194189,0.634474938317689
"Niclosamide",1,4,3181.67530030291,168.988171552451,0.004782641322634,0.910010058897842,0.957316711289803
"Nitazoxanide",1,4,3107.15286779771,115.934035870912,-0.029410748529114,0.356809041624368,0.507044427571471
"ONO 5334",1,4,3221.13757794906,33.8817811435303,0.022566310542149,0.062409298233058,0.153186459299323
"Ozanimod",1,4,2841.66355950755,120.936586985242,-0.158268214485402,0.00896923000391,0.033023074105304
"Papaverine",1,4,3167.64289940861,47.1749797902155,-0.001594266403799,0.908422850971842,0.957316711289803
"Pevonedistat",1,4,3098.12126569013,59.7773958306565,-0.033610355667304,0.084899285703843,0.193713863155248
"Pexidartanib",1,4,2934.33249588689,13.7177768424003,-0.111971615087218,5.65E-18,1.83E-16
"Posaconazole",1,4,2016.73557321918,33.7962773683959,-0.652982034811533,2.94E-15,5.95E-14
"Pyronaridine",1,4,3157.45158560291,237.077341794086,-0.006243357621669,0.915951174382219,0.957316711289803
"R 7112",1,4,1945.08489487286,72.6245534676133,-0.705170846187356,1.97E-06,1.78E-05
"Ravuconazole",1,4,1847.45507993764,16.9629414450417,-0.779464684117556,1.09E-46,8.82E-45
"Regorafenib",1,4,3599.68545811715,502.170693825067,0.182866878405185,0.186309966562005,0.32057252023678
"Remdesivir",1,4,3226.82796997647,37.4076051410358,0.025112695887695,0.054419154692976,0.142753907791275
"Ribavirin",1,4,3085.70384722259,31.1727834448807,-0.039404365619202,0.002581286276974,0.012671768996054
"Ritonavir",1,4,3203.62267626863,63.345818308693,0.014700266240179,0.410001446207782,0.553501952380505
"Ruxolitinib",1,4,2995.28678457331,215.851871495092,-0.082309829547894,0.201529475316934,0.336575000013849
"SAX-187",1,4,3113.9661207696,75.6431021610621,-0.026250722102096,0.235719421983548,0.381496475616383
"Simeprevir",1,4,3420.97609443067,83.3641280722222,0.109404052260913,0.004706816555999,0.020065902159784
"SMN-C3",1,4,3007.60094329189,364.621899620286,-0.076390811421479,0.436585143246988,0.562939864405588
"Sofosbuvir",1,4,3063.43891616527,233.402230403776,-0.049851885617919,0.426026372149257,0.561107904781948
"Sorafenib",1,3,14163.0129589407,19805.2348609296,2.15905233329119,0.437842116759902,0.562939864405588
"Terconazole",1,4,2069.42611455632,58.8955387564347,-0.615773229973877,1.92E-07,2.07E-06
"Tetrandrine",1,4,3146.26627852816,36.4137220607232,-0.011363194622982,0.34664574508903,0.499816013237426
"Tigecycline",1,4,3109.34183531953,198.800751260483,-0.02839473778038,0.581236379236453,0.687301411943835
"Tioguanine",1,4,3224.78102162121,66.9372632503235,0.024197227407187,0.216615919614251,0.358079377321516
"Tizoxanide",1,4,3403.28858994673,40.9019857458903,0.101925522829471,1.40E-05,0.000103274886863
"Tomivosertib",1,4,3221.57027585528,93.600928139438,0.022760095869253,0.371452984738176,0.509960877352411
"Triparanol",1,4,3020.96072774735,95.4041961788459,-0.069996541151102,0.043628264542457,0.123996120278561
"Valproic Acid",1,4,3264.16923613451,97.4032646827712,0.041711887690338,0.149992800574155,0.276123110147876
"Valsartan",1,4,2934.79912365975,223.058157376964,-0.111742210937201,0.123028001219913,0.249131702470324
"Verapamil",1,4,3174.52379650021,74.9145052933741,0.001536222112806,0.938436100314387,0.968322600324399
"Vidofludimus",1,4,3319.24207141496,204.332656104059,0.065849878190746,0.243530529699693,0.386783782464219
"(-)-Anisomycin",2,4,1659.56931461604,1003.23961146777,-0.779664742559971,0.098343158875596,0.209626207076929
"(+)-Mefloquine",2,4,2900.4637739799,94.2416800040433,0.025809970816235,0.360903732008102,0.508403518133152
"(RS)-PPCC",2,4,2864.25155446484,64.9949288731918,0.007684573907026,0.687234301871101,0.77854515316866
"Abacavir",2,4,2772.98497474403,113.52992425336,-0.039033830502904,0.274840094362222,0.423201127773024
"Anagliptin",2,4,2926.35210191166,104.792277384316,0.038629736835163,0.237846568131202,0.381496475616383
"Anidulafungin",2,4,626.0640195736,538.030065543616,-2.18609153392813,0.003655760228757,0.017091014762567
"Apixaban",2,4,2891.45320354602,82.4274106908139,0.021321123404111,0.387989488172557,0.528187370453397
"Apremilast",2,4,2855.86663904641,37.3469558573842,0.003454981388957,0.775854419341896,0.860879561187584
"Aprepitant",2,4,2113.77128762143,333.73197484001,-0.430654345768569,0.021282301118983,0.069254857380411
"AZ3451",2,4,2852.17755590715,54.401975287361,0.001590166573346,0.921947210637387,0.957406718738825
"Baricitinib",2,4,2897.89305972573,86.0391968053686,0.024530726694011,0.345460320944413,0.499816013237426
"Berbamine",2,4,2758.72566623772,77.555920196533,-0.046471630694823,0.096856202044122,0.209209396415305
"Boceprevir",2,4,2880.39639173153,22.7611609035319,0.015793735061072,0.095325041039303,0.208684549302257
"Bortezomib",2,4,4106.45096244407,75.9582500224487,0.527418440361927,9.92E-06,7.66E-05
"Brequinar",2,4,2993.39898921107,46.3501135121603,0.071310958278319,0.002406493915651,0.012182875447983
"Cabozantinib",2,4,2830.65190079766,72.9260726922691,-0.009339284904667,0.661828992709143,0.755044343794938
"Celecoxib",2,4,41422.5502186374,18171.2665291974,3.86187084232693,0.023937456235943,0.076036625690643
"Chlormidazole",2,4,2829.17057258996,37.0376776045368,-0.010094469335992,0.415378640763684,0.556126775237329
"Chlorothiazide",2,4,2907.17176406887,45.6217490384701,0.02914268282128,0.075423806417021,0.17708198028344
"Clemastine",2,4,2973.74906614743,35.1253771714399,0.061809283854716,0.000623996129434,0.003369579098941
"Cloperastine",2,4,2995.60160267694,53.1657340480494,0.072372136890246,0.005096562050463,0.021170334671154
"Cycloheximide",2,4,1147.57164132081,42.9004350829182,-1.31188940782358,1.23E-09,1.81E-08
"Dabrafenib",2,4,2657.77231548442,33.5401357086613,-0.10025611180754,2.01E-05,0.000141795680868
"Danusertib",2,4,2830.24350237564,48.1372875405897,-0.009547447867315,0.525473136125644,0.640049985356048
"Dapivirine",2,3,6467.74935268892,2520.56277455749,1.1827901408062,0.130731751646624,0.258274923984794
"Darifenacin",2,4,2865.98319098395,48.5098570966272,0.008556518462799,0.567793357083577,0.686436745130892
"Darunavir",2,4,2813.66794180881,13.9030589614312,-0.018021552402974,0.025220834121363,0.077090096748318
"Delanzomib",2,4,3964.47535524891,49.0773762598653,0.47665632762072,1.54E-07,1.78E-06
"Delavirdine",2,4,2827.24440781241,72.6356356559978,-0.011077024006945,0.604806029644576,0.709989686974068
"Desmethyl ferroquine",2,4,2399.0772108828,41.4341870277237,-0.247994040279814,1.62E-06,1.55E-05
"Digitoxin",2,4,2805.64794341232,29.2663233445724,-0.022139640799156,0.054634211623821,0.142753907791275
"dmso",2,64,2849.03556215481,108.354997073087,0,1,1
"Doravirine",2,4,3066.57577505706,77.3376958858454,0.106154970655982,0.007085263977951,0.027995433278733
"Doxorubicin",2,4,1914.92517660305,26.6073746433178,-0.573185608064386,4.67E-15,8.40E-14
"Dutacatib",2,4,2829.99620829105,91.5959834727018,-0.009673509648423,0.712964209942498,0.796553117315067
"E 52862",2,4,2985.93930323835,68.1315633133733,0.067711209604936,0.020050486340598,0.067670391399518
"Entacapone",2,4,2809.14407836645,39.1338925184043,-0.020343008905086,0.140927172179208,0.270470652442403
"Eszopiclone",2,4,2955.21753278726,70.8654722767773,0.05279070097174,0.049745386583324,0.136589027567772
"Fluconazole",2,4,2069.31754969446,54.4578899140349,-0.461318576997544,3.43E-06,2.78E-05
"Fluspirilene",2,4,2761.7337616032,113.208842654861,-0.044899383039518,0.221222923968447,0.362001148312004
"Hanfangchin B",2,4,2453.33984238115,54.9377282753347,-0.215726536508806,8.36E-05,0.000521147039188
"Idelalisib",2,4,2852.43242422093,31.5658004306928,0.001719078892993,0.873942263691349,0.937606931907276
"Indinavir",2,4,2863.759032374,106.131538260673,0.007436474093326,0.803545973390908,0.879557078981939
"JQ 1",2,4,1960.56656789276,186.22147223999,-0.539203002661339,0.002116506602186,0.011060453856587
"Losartan",2,4,2802.35009781651,48.0371397153548,-0.023836426711048,0.149111427285139,0.276123110147876
"Lumefantrine",2,4,2551.69088273324,60.8047315306413,-0.159020061204387,0.000617935292663,0.003369579098941
"Merimepodib",2,4,2836.03045056369,45.7940507025241,-0.006600606812735,0.644034971866619,0.745240467445659
"Metformin",2,4,2882.26898005636,52.6251045532216,0.01673134771447,0.314614684410202,0.467592466738099
"Migalastat",2,4,1473.70784985368,36.3807298537096,-0.951023079083893,5.90E-11,9.56E-10
"MRT 68601",2,4,2854.17496826405,81.8145987212285,0.00260014869674,0.911267792354177,0.957316711289803
"Mycophenolic acid",2,3,1504.55900675286,32.110699810711,-0.921132941430009,7.25E-08,9.04E-07
"Naphtoquine",2,4,2900.53032930748,45.2571077839314,0.025843075156397,0.10306535298761,0.21683879459731
"Nebivolol",2,4,2802.36301775032,50.6479744617394,-0.023829775336014,0.165731567698086,0.301668696259437
"Nifedipine",2,4,2834.59601722438,54.3814690707403,-0.007330490863819,0.655985112696238,0.753685023097806
"Osimertinib",2,4,2896.56071625598,33.9789670766241,0.023867276634782,0.060705753950477,0.151297417538111
"Oxatomide",2,4,2930.06506503672,57.2890258720808,0.040459071751902,0.056328208030546,0.143545688499756
"Oxyclozanide",2,4,776.572059787515,518.571924933186,-1.87528192303853,0.004022793482646,0.018102570671907
"Paroxetine",2,4,2878.13555902482,76.9295193208205,0.014660914290179,0.516979579369969,0.634474938317689
"PB 28",2,4,2815.8102837422,47.5970261284914,-0.016923494604877,0.276909379900867,0.423201127773024
"PD 144418",2,4,2787.52321319849,62.2096382128846,-0.031489810566138,0.139980557304436,0.270470652442403
"Pimozide",2,4,2707.10704870703,56.8788564973834,-0.073721691734086,0.00816770462853,0.030771352321438
"Piperaquine",2,4,2939.87547797422,93.9030215544895,0.045281419497422,0.146275502670339,0.275542225960407
"Ponatinib",2,4,7303.44433080125,2399.39851698528,1.35810337494181,0.033963312575659,0.098251011379584
"Promethazine",2,4,2914.5235051485,73.2648735365572,0.032786407044209,0.171234741537447,0.308222534767404
"Proscillaridin",2,4,2825.29592017125,40.8874395659345,-0.012071647098638,0.369507712660916,0.509960877352411
"Rapamycin",2,4,1323.14017171065,16.4322376810416,-1.10650772283587,1.22E-39,6.60E-38
"RVX 208",2,4,2880.43415914811,99.3488091137001,0.015812651383682,0.579706449492563,0.687301411943835
"Salinomycin",2,3,2668.81759436745,1332.91077205762,-0.094272924748301,0.836644150158534,0.909639948494513
"Selumetinib",2,4,2884.34922690666,53.6777777021977,0.017772221875798,0.296099774082249,0.444149661123374
"Sertindole",2,4,2732.18347951865,43.9152212950365,-0.060419258815351,0.004561294006011,0.019971071053344
"Silmitasertib",2,4,1886.08725326883,82.6255069359338,-0.595077210916622,4.76E-05,0.00032115033069
"Spectinomycin",2,4,2964.07434090025,79.8487357942344,0.057108002078337,0.056709407802373,0.143545688499756
"Tacrolimus",2,4,2796.10397002917,35.3917222215734,-0.027055623015349,0.047230440788974,0.131919507031272
"Tenofovir",2,4,2847.52241648722,63.5400921659679,-0.000766430469167,0.967066010516176,0.985312539016481
"Tetracycline",2,4,2725.48368240372,63.4153137562162,-0.063961346905845,0.021374955981608,0.069254857380411
"Thiethylperazine",2,4,2715.8002682271,105.390364222093,-0.069096248332184,0.081555411771868,0.188742524386323
"Toremifene",2,4,2732.77429003779,131.010426471795,-0.060107322494767,0.17318550104397,0.308308254605748
"Umifenovir",2,4,2735.06141871464,66.5948382945281,-0.058900399109294,0.033031858025859,0.097293836367077
"Valdecoxib",2,4,2908.18061684874,41.1507023610225,0.029643243001222,0.05248836910054,0.141718596571457
"Veliparib",2,4,2821.77783883338,98.3471010600301,-0.013869222045534,0.625416347318836,0.728902505508284
"ZINC4326719",2,4,2826.57875407261,28.8835137459035,-0.011416735853707,0.282601099310381,0.427863346619456
